KEY_CODE,HYOSYO,CITYNAME,NAME,HTKSYORI,HTKSAKI,GASSAN,T000865001,T000865002,T000865003,T000865004,T000865005,T000865006,T000865007,T000865008,T000865009,T000865010,T000865011,T000865012,T000865013,T000865014,T000865015,T000865016,T000865017,T000865018,T000865019,T000865020,T000865021,T000865022,T000865023,T000865024,T000865025
272020680,2,ŠÝ˜a“cŽs,t–Ø’†’¬,0,,,206,1,1,-,-,10,38,1,3,23,25,4,4,7,11,13,7,29,1,11,2,16,176,18,1
272020690,2,ŠÝ˜a“cŽs,t–ØŽá¼’¬,0,,,514,1,1,-,-,25,78,1,10,40,72,19,12,18,20,32,27,79,2,37,6,35,419,53,15
272020700,2,ŠÝ˜a“cŽs,t–Ø‹{ì’¬,0,,,215,-,-,1,-,9,39,1,2,16,32,5,5,7,9,6,11,27,-,17,3,25,167,23,5
272020710,2,ŠÝ˜a“cŽs,t–Ø‹{–{’¬,0,,,99,1,1,-,-,9,13,-,-,11,10,1,5,4,7,5,4,12,-,1,1,15,78,14,5
272020720,2,ŠÝ˜a“cŽs,t–Ø‘å‘’¬,0,,,119,-,-,9,-,13,20,-,-,14,21,2,1,-,3,6,-,13,2,4,-,11,99,9,3
272020730,2,ŠÝ˜a“cŽs,V`’¬,0,,,7,-,-,-,-,2,-,-,-,-,2,-,-,-,-,-,-,2,-,-,-,1,5,1,-
272020740,2,ŠÝ˜a“cŽs,t–Øˆ®’¬,0,,,1506,3,3,-,-,95,222,4,25,116,266,37,38,29,81,71,51,204,1,110,39,114,1292,104,28
272020750,2,ŠÝ˜a“cŽs,‹gˆä’¬,0,,,2132,9,9,-,-,170,336,10,32,221,340,40,41,45,113,75,59,275,7,167,38,154,1806,166,49
27202075001,3,ŠÝ˜a“cŽs,‹gˆä’¬‚P’š–Ú,0,,,628,1,1,-,-,52,112,-,6,62,106,11,4,12,32,23,19,89,1,49,15,34,549,36,19
27202075002,3,ŠÝ˜a“cŽs,‹gˆä’¬‚Q’š–Ú,0,,,337,3,3,-,-,24,50,-,8,41,43,3,19,9,19,9,6,39,-,31,7,26,288,27,9
27202075003,3,ŠÝ˜a“cŽs,‹gˆä’¬‚R’š–Ú,0,,,644,4,4,-,-,56,104,4,12,66,105,16,10,13,36,17,18,71,2,54,13,43,541,58,10
27202075004,3,ŠÝ˜a“cŽs,‹gˆä’¬‚S’š–Ú,0,,,523,1,1,-,-,38,70,6,6,52,86,10,8,11,26,26,16,76,4,33,3,51,428,45,11
272020790,2,ŠÝ˜a“cŽs,¼•—’¬,0,,,772,2,2,2,-,54,133,4,14,79,114,16,17,15,36,37,22,96,2,48,8,73,661,42,10
272020800,2,ŠÝ˜a“cŽs,^’¬,0,,,400,-,-,1,-,44,81,-,2,37,49,4,9,6,12,15,16,50,1,27,15,31,335,41,11
272020810,2,ŠÝ˜a“cŽs,”ª”¦’¬,0,,,1004,3,3,1,-,58,171,8,20,105,165,20,14,18,52,34,26,146,2,66,24,71,885,55,11
272020820,2,ŠÝ˜a“cŽs,ˆéã’¬,0,,,2877,8,8,1,2,201,548,9,41,300,416,70,59,60,123,107,85,350,18,192,55,232,2430,215,56
27202082001,3,ŠÝ˜a“cŽs,ˆéã’¬‚P’š–Ú,0,,,556,1,1,1,1,31,106,1,8,46,97,10,21,8,29,22,18,78,3,29,13,33,487,31,11
27202082002,3,ŠÝ˜a“cŽs,ˆéã’¬‚Q’š–Ú,0,,,391,-,-,-,-,28,71,-,11,39,49,11,8,13,14,12,8,59,1,27,7,33,330,31,6
27202082003,3,ŠÝ˜a“cŽs,ˆéã’¬‚R’š–Ú,0,,,320,2,2,-,-,24,52,1,6,39,51,14,5,5,13,10,11,39,3,24,4,17,257,36,13
27202082004,3,ŠÝ˜a“cŽs,ˆéã’¬‚S’š–Ú,0,,,398,-,-,-,-,29,68,3,4,45,44,10,5,11,13,13,18,42,2,23,8,60,317,20,8
27202082005,3,ŠÝ˜a“cŽs,ˆéã’¬‚T’š–Ú,0,,,840,4,4,-,-,60,166,2,7,87,127,18,16,15,33,39,21,92,7,56,21,69,722,59,13
27202082006,3,ŠÝ˜a“cŽs,ˆéã’¬‚U’š–Ú,1,,0880,372,1,1,-,1,29,85,2,5,44,48,7,4,8,21,11,9,40,2,33,2,20,317,38,5
272020880,2,ŠÝ˜a“cŽs,–ØÞ’¬,2,082006,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
272020890,2,ŠÝ˜a“cŽs,’†ˆä’¬,0,,,1363,7,7,-,-,118,225,4,14,145,232,8,34,22,79,34,42,195,8,80,21,95,1181,102,26
27202089001,3,ŠÝ˜a“cŽs,’†ˆä’¬‚P’š–Ú,0,,,336,2,2,-,-,29,58,3,4,32,66,3,6,5,28,5,16,46,-,20,5,8,302,22,8
27202089002,3,ŠÝ˜a“cŽs,’†ˆä’¬‚Q’š–Ú,0,,,509,2,2,-,-,45,82,1,3,52,92,2,14,9,23,12,11,80,4,26,7,44,426,43,11
27202089003,3,ŠÝ˜a“cŽs,’†ˆä’¬‚R’š–Ú,0,,,518,3,3,-,-,44,85,-,7,61,74,3,14,8,28,17,15,69,4,34,9,43,453,37,7
272020920,2,ŠÝ˜a“cŽs,r–Ø’¬,0,,,2158,4,4,2,-,164,314,13,40,170,318,48,49,44,120,77,60,376,9,134,55,161,1880,156,30
27202092001,3,ŠÝ˜a“cŽs,r–Ø’¬‚P’š–Ú,0,,,1200,2,2,1,-,89,183,6,26,84,179,27,27,31,54,51,38,214,5,79,35,69,1048,90,22
27202092002,3,ŠÝ˜a“cŽs,r–Ø’¬‚Q’š–Ú,0,,,958,2,2,1,-,75,131,7,14,86,139,21,22,13,66,26,22,162,4,55,20,92,832,66,8
272020940,2,ŠÝ˜a“cŽs,¬¼—¢’¬,0,,,2658,12,12,2,-,221,418,10,33,190,421,42,74,62,152,93,102,410,10,144,58,204,2197,257,64
272020950,2,ŠÝ˜a“cŽs,ŠzŒ´’¬,0,,,1204,11,11,-,-,104,179,5,19,89,181,16,19,8,61,37,44,214,4,101,23,89,1027,96,21
272020960,2,ŠÝ˜a“cŽs,’rK’¬,0,,,2278,12,12,-,-,197,362,10,36,159,354,41,28,48,118,87,91,353,13,144,59,166,1867,200,71
272020970,2,ŠÝ˜a“cŽs,‰º’r“c’¬,0,,,1612,5,5,-,-,113,222,6,36,142,223,38,39,30,77,69,64,217,2,107,50,172,1323,124,21
27202097000,3,ŠÝ˜a“cŽs,‰º’r“c’¬,0,,,5,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,3,-,-,-,-,3,1,1
27202097001,3,ŠÝ˜a“cŽs,‰º’r“c’¬‚P’š–Ú,0,,,591,2,2,-,-,38,68,2,10,56,86,12,16,10,32,17,24,90,1,35,24,68,480,42,5
27202097002,3,ŠÝ˜a“cŽs,‰º’r“c’¬‚Q’š–Ú,0,,,475,2,2,-,-,32,78,1,13,33,54,13,18,13,21,22,29,60,1,38,14,33,402,43,9
27202097003,3,ŠÝ˜a“cŽs,‰º’r“c’¬‚R’š–Ú,0,,,541,1,1,-,-,43,76,3,13,53,81,13,5,7,24,30,11,64,-,34,12,71,438,38,6
272021010,2,ŠÝ˜a“cŽs,–¥“y˜H’¬,0,,,1437,6,6,-,-,143,227,6,21,116,201,29,26,22,81,39,46,228,12,83,37,114,1205,122,28
27202101001,3,ŠÝ˜a“cŽs,–¥“y˜H’¬‚P’š–Ú,0,,,612,-,-,-,-,63,99,1,8,53,77,13,11,9,40,16,27,102,-,38,19,36,519,54,10
27202101002,3,ŠÝ˜a“cŽs,–¥“y˜H’¬‚Q’š–Ú,0,,,518,3,3,-,-,51,79,4,9,41,89,10,11,8,28,13,14,68,4,29,7,50,431,39,13
27202101003,3,ŠÝ˜a“cŽs,–¥“y˜H’¬‚R’š–Ú,0,,,307,3,3,-,-,29,49,1,4,22,35,6,4,5,13,10,5,58,8,16,11,28,255,29,5
272021041,2,ŠÝ˜a“cŽs,‘å’¬,0,,,1051,2,2,1,-,103,149,4,12,89,182,22,18,17,59,32,29,153,5,66,21,87,880,81,26
27202104101,3,ŠÝ˜a“cŽs,‘å’¬‚P’š–Ú,0,,,282,-,-,-,-,29,43,2,4,22,53,5,7,6,19,14,3,41,1,12,4,17,232,25,7
27202104103,3,ŠÝ˜a“cŽs,‘å’¬‚R’š–Ú,0,,,295,1,1,-,-,32,42,-,3,14,51,7,5,7,16,8,17,40,1,16,9,26,237,26,13
27202104104,3,ŠÝ˜a“cŽs,‘å’¬‚S’š–Ú,0,,,474,1,1,1,-,42,64,2,5,53,78,10,6,4,24,10,9,72,3,38,8,44,411,30,6
272021042,2,ŠÝ˜a“cŽs,‘å’¬,0,,,625,3,3,-,-,31,85,1,13,40,111,17,16,19,33,29,22,100,6,33,20,46,520,59,17
272021050,2,ŠÝ˜a“cŽs,¼‘å˜H’¬,0,,,886,-,-,2,-,95,143,4,14,61,147,14,16,15,48,25,33,115,2,48,17,87,734,67,11
272021060,2,ŠÝ˜a“cŽs,“Œ‘å˜H’¬,0,,,349,2,2,-,-,38,59,2,4,27,52,11,9,6,17,7,8,43,5,23,7,29,293,30,4
272021070,2,ŠÝ˜a“cŽs,¡–Ø’¬,0,,,496,6,6,-,-,53,111,3,3,31,73,9,4,7,19,13,13,62,3,30,9,47,411,44,13
272021080,2,ŠÝ˜a“cŽs,“cŽ¡•Ä’¬,0,,,1752,7,7,-,-,163,336,4,13,164,268,28,19,16,62,58,40,252,7,77,33,205,1518,135,41
272021090,2,ŠÝ˜a“cŽs,‰ªŽR’¬,0,,,2417,14,14,2,-,219,411,14,36,165,357,36,41,61,76,108,96,355,12,148,59,207,1930,269,72
272021100,2,ŠÝ˜a“cŽs,ŽO“c’¬,0,,,1669,22,22,-,-,169,296,5,19,125,230,30,30,39,57,68,73,259,19,95,38,95,1402,157,45
272021110,2,ŠÝ˜a“cŽs,–€“’’¬,0,,,777,10,10,-,-,59,134,-,11,59,110,11,12,16,39,21,28,111,6,34,19,97,664,57,26
272021120,2,ŠÝ˜a“cŽs,“ŒƒP‹u’¬,0,,,715,1,1,-,-,41,120,5,14,35,119,18,16,25,23,13,53,126,1,39,25,41,612,59,12
272021130,2,ŠÝ˜a“cŽs,•ï‹ß’¬,0,,,563,55,55,-,-,38,90,2,5,31,68,10,8,17,22,12,27,63,8,47,7,53,428,69,35
272021140,2,ŠÝ˜a“cŽs,ŽR’¼’†’¬,0,,,527,23,23,-,-,45,98,2,12,42,63,10,7,7,22,22,16,61,10,44,17,26,417,66,24
272021150,2,ŠÝ˜a“cŽs,ˆî—t’¬,0,,,588,22,22,-,-,49,95,4,13,43,93,13,8,8,26,21,24,65,5,36,10,53,467,84,24
272021160,2,ŠÝ˜a“cŽs,Ïì’¬,0,,,331,30,30,-,1,35,66,2,-,25,35,3,4,4,14,8,14,43,1,15,11,20,252,49,21
272021170,2,ŠÝ˜a“cŽs,‰ÁŽç’¬,0,,,2449,5,5,2,-,148,406,16,52,222,401,73,60,57,116,88,79,379,8,144,71,122,2112,190,48
27202117001,3,ŠÝ˜a“cŽs,‰ÁŽç’¬‚P’š–Ú,0,,,492,1,1,1,-,30,97,2,10,45,80,6,5,10,26,22,19,76,1,24,12,25,424,42,10
27202117002,3,ŠÝ˜a“cŽs,‰ÁŽç’¬‚Q’š–Ú,0,,,462,2,2,-,-,39,73,1,10,41,66,20,6,9,23,14,18,64,-,30,18,28,395,35,11
27202117003,3,ŠÝ˜a“cŽs,‰ÁŽç’¬‚R’š–Ú,0,,,425,1,1,1,-,24,82,2,6,38,78,4,19,10,14,11,10,58,4,32,13,18,362,36,12
27202117004,3,ŠÝ˜a“cŽs,‰ÁŽç’¬‚S’š–Ú,0,,,1070,1,1,-,-,55,154,11,26,98,177,43,30,28,53,41,32,181,3,58,28,51,931,77,15
272021210,2,ŠÝ˜a“cŽs,‹{‘O’¬,0,,,408,-,-,-,-,38,51,-,6,35,68,12,7,15,21,16,24,42,3,21,22,27,316,48,18
272021220,2,ŠÝ˜a“cŽs,¼”V“à’¬,0,,,1641,3,3,3,-,131,253,8,21,112,234,33,51,38,83,53,54,237,13,113,47,154,1344,148,38
272021231,2,ŠÝ˜a“cŽs,”ªã’¬,0,,,725,4,4,-,1,62,116,4,12,56,113,19,31,16,47,20,25,97,3,44,20,35,626,61,20
27202123101,3,ŠÝ˜a“cŽs,”ªã’¬‚P’š–Ú,0,,,274,1,1,-,1,30,42,2,3,20,36,7,5,9,25,10,8,46,3,13,3,10,246,17,6
27202123102,3,ŠÝ˜a“cŽs,”ªã’¬‚Q’š–Ú,0,,,248,1,1,-,-,21,34,2,4,24,38,4,14,3,16,5,6,31,-,23,6,16,198,31,10
27202123103,3,ŠÝ˜a“cŽs,”ªã’¬‚R’š–Ú,0,,,203,2,2,-,-,11,40,-,5,12,39,8,12,4,6,5,11,20,-,8,11,9,182,13,4
272021232,2,ŠÝ˜a“cŽs,‰º¼’¬,0,,,1801,16,15,-,-,156,259,5,34,109,232,44,40,48,114,81,96,266,12,95,47,147,1467,181,50
27202123200,3,ŠÝ˜a“cŽs,‰º¼’¬,0,,,873,7,7,-,-,75,114,2,12,57,95,26,15,29,63,41,61,137,5,46,26,62,718,87,26
27202123201,3,ŠÝ˜a“cŽs,‰º¼’¬‚P’š–Ú,0,,,333,5,4,-,-,36,52,-,7,14,42,5,3,4,25,18,13,52,3,18,10,26,273,31,7
27202123202,3,ŠÝ˜a“cŽs,‰º¼’¬‚Q’š–Ú,0,,,395,3,3,-,-,28,70,3,8,25,70,7,18,8,10,14,13,50,4,24,7,33,313,45,12
27202123203,3,ŠÝ˜a“cŽs,‰º¼’¬‚R’š–Ú,0,,,200,1,1,-,-,17,23,-,7,13,25,6,4,7,16,8,9,27,-,7,4,26,163,18,5
272021240,2,ŠÝ˜a“cŽs,ã¼’¬,0,,,2880,48,48,3,-,216,404,19,45,169,460,59,77,72,124,84,163,436,25,169,118,189,2437,247,60
272021250,2,ŠÝ˜a“cŽs,”ö¶’¬,0,,,1504,59,59,2,-,137,258,8,22,113,233,21,18,31,56,39,65,255,15,69,35,68,1262,149,65
272021260,2,ŠÝ˜a“cŽs,ŽOƒPŽR’¬,0,,,64,9,9,-,-,7,6,1,-,6,4,-,-,3,1,4,2,18,-,3,-,-,52,9,3
272021270,2,ŠÝ˜a“cŽs,“à”¨’¬,0,,,754,76,75,-,-,63,104,4,5,58,99,10,12,11,41,14,31,104,12,36,34,40,560,111,56
272021280,2,ŠÝ˜a“cŽs,‘å‘ò’¬,0,,,214,9,8,-,-,34,29,3,3,15,20,6,2,2,11,5,6,23,1,12,9,24,161,32,8
272021291,2,ŠÝ˜a“cŽs,`—Î’¬,0,,,388,-,-,-,-,32,55,6,1,40,85,10,2,10,18,15,15,39,5,24,5,26,346,14,6
272021300,2,ŠÝ˜a“cŽs,ŠÝ”V‰Y’¬,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
272021310,2,ŠÝ˜a“cŽs,”¨’¬,0,,,798,38,38,-,-,72,102,1,18,56,137,12,14,21,44,25,43,102,3,51,24,35,645,88,33
27202131001,3,ŠÝ˜a“cŽs,”¨’¬‚P’š–Ú,0,,,387,38,38,-,-,35,59,1,7,25,53,4,6,9,20,12,18,53,2,31,10,4,308,46,25
27202131003,3,ŠÝ˜a“cŽs,”¨’¬‚R’š–Ú,0,,,298,-,-,-,-,22,35,-,8,22,53,8,4,8,18,9,23,41,1,15,11,20,253,27,3
27202131004,3,ŠÝ˜a“cŽs,”¨’¬‚S’š–Ú,0,,,113,-,-,-,-,15,8,-,3,9,31,-,4,4,6,4,2,8,-,5,3,11,84,15,5
272021320,2,ŠÝ˜a“cŽs,”ö¶’¬,0,,,1561,22,21,1,1,153,266,9,17,110,199,36,26,48,54,39,73,277,15,74,54,87,1333,134,33
27202132003,3,ŠÝ˜a“cŽs,”ö¶’¬‚R’š–Ú,0,,,506,13,12,-,1,39,85,3,8,42,69,14,7,14,17,13,22,82,2,24,20,31,424,48,14
27202132004,3,ŠÝ˜a“cŽs,”ö¶’¬‚S’š–Ú,0,,,367,6,6,-,-,37,64,3,2,29,41,8,8,13,11,8,25,62,2,14,11,23,309,30,10
27202132005,3,ŠÝ˜a“cŽs,”ö¶’¬‚T’š–Ú,0,,,336,2,2,1,-,39,60,2,-,17,46,7,7,9,17,13,9,70,6,13,9,9,296,28,6
27202132006,3,ŠÝ˜a“cŽs,”ö¶’¬‚U’š–Ú,0,,,160,-,-,-,-,22,23,-,1,10,26,2,1,3,4,4,8,27,3,12,3,11,141,9,3
27202132007,3,ŠÝ˜a“cŽs,”ö¶’¬‚V’š–Ú,0,,,192,1,1,-,-,16,34,1,6,12,17,5,3,9,5,1,9,36,2,11,11,13,163,19,-
272021330,2,ŠÝ˜a“cŽs,ìË’¬,0,,,294,-,-,-,-,22,44,-,6,16,46,5,7,6,14,11,22,43,1,15,12,24,246,23,8
272021340,2,ŠÝ˜a“cŽs,–å‘O’¬,0,,,595,18,18,-,-,55,93,8,6,50,88,12,6,5,32,18,14,100,2,32,20,36,505,42,22
27202134001,3,ŠÝ˜a“cŽs,–å‘O’¬‚P’š–Ú,0,,,170,7,7,-,-,16,18,3,-,8,24,3,5,3,8,3,4,28,-,16,9,15,129,18,12
27202134002,3,ŠÝ˜a“cŽs,–å‘O’¬‚Q’š–Ú,0,,,413,11,11,-,-,39,70,5,6,42,62,9,1,2,24,15,10,69,2,15,10,21,364,24,10
27202134003,3,ŠÝ˜a“cŽs,–å‘O’¬‚R’š–Ú,0,,,12,-,-,-,-,-,5,-,-,-,2,-,-,-,-,-,-,3,-,1,1,-,12,-,-
27203,1,–L’†Žs,,0,,,175364,424,421,2,2,10713,23535,818,6307,8261,29530,6589,6419,7482,10187,6189,9847,21084,549,11284,3571,12571,150131,13685,3094
272030010,2,–L’†Žs,Î‹´–ƒ“c’¬,0,,,99,-,-,-,-,6,9,-,7,4,14,2,8,2,10,3,7,9,-,6,3,9,80,9,3
272030020,2,–L’†Žs,´•—‘‘,0,,,868,3,3,-,-,50,104,4,36,39,121,28,22,23,91,27,81,101,3,57,22,56,735,70,22
27203002001,3,–L’†Žs,´•—‘‘‚P’š–Ú,0,,,598,3,3,-,-,34,66,2,24,28,79,23,15,14,68,14,57,77,1,39,12,42,503,49,13
27203002002,3,–L’†Žs,´•—‘‘‚Q’š–Ú,0,,,270,-,-,-,-,16,38,2,12,11,42,5,7,9,23,13,24,24,2,18,10,14,232,21,9
272030030,2,–L’†Žs,Œu’r“Œ’¬,0,,,1437,1,1,-,-,93,163,4,44,71,226,53,66,45,114,47,124,174,5,72,29,106,1216,117,29
27203003001,3,–L’†Žs,Œu’r“Œ’¬‚P’š–Ú,0,,,271,-,-,-,-,12,29,-,10,19,43,9,14,3,25,9,15,39,-,13,9,22,232,20,1
27203003002,3,–L’†Žs,Œu’r“Œ’¬‚Q’š–Ú,0,,,363,-,-,-,-,10,40,2,10,20,57,7,16,19,36,17,38,40,3,17,8,23,302,34,10
27203003003,3,–L’†Žs,Œu’r“Œ’¬‚R’š–Ú,0,,,355,1,1,-,-,33,43,-,14,18,50,26,13,12,20,12,28,39,1,21,4,20,299,30,13
27203003004,3,–L’†Žs,Œu’r“Œ’¬‚S’š–Ú,0,,,448,-,-,-,-,38,51,2,10,14,76,11,23,11,33,9,43,56,1,21,8,41,383,33,5
272030040,2,–L’†Žs,Œu’r–k’¬,0,,,1222,-,-,-,-,68,124,4,35,94,212,24,28,30,113,41,83,134,3,93,19,117,1038,93,19
27203004001,3,–L’†Žs,Œu’r–k’¬‚P’š–Ú,0,,,318,-,-,-,-,18,27,2,13,28,53,9,6,12,36,7,21,38,3,21,4,20,276,24,3
27203004002,3,–L’†Žs,Œu’r–k’¬‚Q’š–Ú,0,,,419,-,-,-,-,26,51,1,7,36,81,5,10,7,33,15,31,44,-,32,5,35,362,33,9
27203004003,3,–L’†Žs,Œu’r–k’¬‚R’š–Ú,0,,,485,-,-,-,-,24,46,1,15,30,78,10,12,11,44,19,31,52,-,40,10,62,400,36,7
272030050,2,–L’†Žs,Œu’r’†’¬,0,,,979,1,1,-,-,43,93,5,30,70,149,27,41,49,93,38,64,100,7,69,26,74,789,94,33
27203005001,3,–L’†Žs,Œu’r’†’¬‚P’š–Ú,0,,,278,-,-,-,-,14,33,2,5,24,33,4,15,11,30,9,10,31,2,26,7,22,227,22,13
27203005002,3,–L’†Žs,Œu’r’†’¬‚Q’š–Ú,0,,,377,1,1,-,-,15,32,3,17,19,63,13,16,16,23,14,32,36,4,31,11,31,301,38,8
27203005003,3,–L’†Žs,Œu’r’†’¬‚R’š–Ú,0,,,162,-,-,-,-,4,14,-,1,17,29,8,4,7,23,7,11,20,1,5,3,8,128,19,8
27203005004,3,–L’†Žs,Œu’r’†’¬‚S’š–Ú,0,,,162,-,-,-,-,10,14,-,7,10,24,2,6,15,17,8,11,13,-,7,5,13,133,15,4
272030060,2,–L’†Žs,Œu’r“ì’¬,0,,,1532,2,2,-,-,89,201,5,49,117,247,51,43,36,102,73,84,163,1,123,33,113,1325,93,23
27203006001,3,–L’†Žs,Œu’r“ì’¬‚P’š–Ú,0,,,607,-,-,-,-,49,78,1,15,32,105,22,24,9,40,30,30,72,-,42,11,47,535,31,3
27203006002,3,–L’†Žs,Œu’r“ì’¬‚Q’š–Ú,0,,,511,1,1,-,-,21,69,3,21,47,74,13,12,17,35,24,29,49,-,44,13,39,429,38,12
27203006003,3,–L’†Žs,Œu’r“ì’¬‚R’š–Ú,0,,,414,1,1,-,-,19,54,1,13,38,68,16,7,10,27,19,25,42,1,37,9,27,361,24,8
272030070,2,–L’†Žs,Œu’r¼’¬,0,,,1207,2,2,-,-,59,158,4,32,135,189,26,32,38,100,44,56,122,4,80,27,99,1042,80,18
27203007001,3,–L’†Žs,Œu’r¼’¬‚P’š–Ú,0,,,788,1,1,-,-,42,124,3,27,49,128,18,21,25,66,35,43,86,2,43,20,55,683,53,15
27203007002,3,–L’†Žs,Œu’r¼’¬‚Q’š–Ú,0,,,419,1,1,-,-,17,34,1,5,86,61,8,11,13,34,9,13,36,2,37,7,44,359,27,3
27203007003,3,–L’†Žs,Œu’r¼’¬‚R’š–Ú,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
272030080,2,–L’†Žs,“ì‹ó`’¬,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
272030090,2,–L’†Žs,–¥—Ö,0,,,1036,2,2,-,-,87,159,4,30,76,147,22,39,37,71,42,32,95,3,77,22,91,858,81,27
27203009001,3,–L’†Žs,–¥—Ö‚P’š–Ú,0,,,529,1,1,-,-,39,78,2,15,39,81,15,26,17,38,28,15,47,1,29,13,45,432,50,14
27203009002,3,–L’†Žs,–¥—Ö‚Q’š–Ú,0,,,435,-,-,-,-,43,72,2,14,33,55,6,12,16,28,12,16,41,2,39,7,37,369,27,10
27203009003,3,–L’†Žs,–¥—Ö‚R’š–Ú,0,,,72,1,1,-,-,5,9,-,1,4,11,1,1,4,5,2,1,7,-,9,2,9,57,4,3
272030100,2,–L’†Žs,“ªŽR,0,,,3377,7,7,-,-,159,410,18,127,145,538,121,98,161,186,139,293,432,17,206,107,213,2970,222,50
27203010001,3,–L’†Žs,“ªŽR‚P’š–Ú,0,,,451,1,1,-,-,18,44,3,11,20,78,24,14,23,32,13,40,59,5,23,12,31,384,39,9
27203010002,3,–L’†Žs,“ªŽR‚Q’š–Ú,0,,,647,2,2,-,-,32,72,5,26,23,102,28,13,29,32,34,67,91,2,40,15,34,581,38,8
27203010003,3,–L’†Žs,“ªŽR‚R’š–Ú,0,,,395,1,1,-,-,21,48,3,16,16,54,11,14,18,25,17,38,45,1,33,8,26,345,23,6
27203010004,3,–L’†Žs,“ªŽR‚S’š–Ú,0,,,848,-,-,-,-,41,120,4,43,32,129,40,30,40,32,39,66,93,6,45,41,47,761,46,8
27203010005,3,–L’†Žs,“ªŽR‚T’š–Ú,0,,,118,-,-,-,-,4,11,-,-,9,16,-,1,3,20,3,2,18,-,11,3,17,99,10,1
27203010006,3,–L’†Žs,“ªŽR‚U’š–Ú,0,,,918,3,3,-,-,43,115,3,31,45,159,18,26,48,45,33,80,126,3,54,28,58,800,66,18
272030110,2,–L’†Žs,“ªŽRŒ³’¬,0,,,681,4,4,-,-,29,59,4,28,37,114,24,26,30,40,21,74,74,5,42,19,51,603,44,9
272030120,2,–L’†Žs,‘ÒŒ“ŽR’¬,0,,,562,-,-,-,-,25,48,4,17,20,79,16,27,21,46,15,120,46,1,29,10,38,476,47,9
272030130,2,–L’†Žs,‹{ŽR’¬,0,,,2259,2,2,-,-,148,233,6,72,107,399,87,50,89,154,79,180,287,11,153,55,147,1936,175,43
27203013001,3,–L’†Žs,‹{ŽR’¬‚P’š–Ú,0,,,430,-,-,-,-,23,54,2,14,30,74,24,10,19,19,13,32,50,1,34,8,23,374,28,9
27203013002,3,–L’†Žs,‹{ŽR’¬‚Q’š–Ú,0,,,658,2,2,-,-,38,64,1,25,22,104,19,10,34,34,25,73,88,2,42,27,48,547,65,14
27203013003,3,–L’†Žs,‹{ŽR’¬‚R’š–Ú,0,,,451,-,-,-,-,36,52,2,8,29,81,13,13,11,34,15,28,60,6,24,7,32,384,34,12
27203013004,3,–L’†Žs,‹{ŽR’¬‚S’š–Ú,0,,,720,-,-,-,-,51,63,1,25,26,140,31,17,25,67,26,47,89,2,53,13,44,631,48,8
272030140,2,–L’†Žs,ŽÄŒ´’¬,0,,,2225,3,3,-,-,145,267,6,77,106,365,73,76,71,146,63,174,315,5,138,52,143,1948,145,31
27203014001,3,–L’†Žs,ŽÄŒ´’¬‚P’š–Ú,0,,,520,-,-,-,-,40,67,1,24,15,95,19,16,14,36,11,28,79,2,29,10,34,474,22,3
27203014002,3,–L’†Žs,ŽÄŒ´’¬‚Q’š–Ú,0,,,462,-,-,-,-,24,57,1,15,29,64,17,14,19,30,16,35,63,-,31,11,36,399,33,3
27203014003,3,–L’†Žs,ŽÄŒ´’¬‚R’š–Ú,0,,,385,-,-,-,-,36,41,-,8,17,65,10,16,6,30,17,32,53,1,23,4,26,327,31,11
27203014004,3,–L’†Žs,ŽÄŒ´’¬‚S’š–Ú,0,,,346,1,1,-,-,17,46,1,10,16,59,10,5,16,20,8,46,42,2,13,11,23,295,27,5
27203014005,3,–L’†Žs,ŽÄŒ´’¬‚T’š–Ú,0,,,512,2,2,-,-,28,56,3,20,29,82,17,25,16,30,11,33,78,-,42,16,24,453,32,9
272030150,2,–L’†Žs,÷‚Ì’¬,0,,,2392,15,15,-,-,152,302,8,75,131,406,91,113,82,147,76,159,254,12,133,55,181,2001,205,56
27203015001,3,–L’†Žs,÷‚Ì’¬‚P’š–Ú,0,,,304,1,1,-,-,14,44,4,11,20,52,8,8,8,22,12,24,37,2,15,4,18,276,13,2
27203015002,3,–L’†Žs,÷‚Ì’¬‚Q’š–Ú,0,,,202,-,-,-,-,21,24,-,10,9,32,7,3,10,14,10,16,19,-,7,3,17,154,27,11
27203015003,3,–L’†Žs,÷‚Ì’¬‚R’š–Ú,0,,,488,-,-,-,-,31,57,1,9,28,68,13,23,13,36,15,37,53,1,36,14,53,391,44,12
27203015004,3,–L’†Žs,÷‚Ì’¬‚S’š–Ú,0,,,233,5,5,-,-,13,23,1,6,7,52,11,15,8,17,6,13,20,3,13,8,12,202,21,5
27203015005,3,–L’†Žs,÷‚Ì’¬‚T’š–Ú,0,,,279,3,3,-,-,14,27,-,9,27,45,11,22,9,21,10,14,31,4,15,2,15,234,30,6
